"","Dates","Year","Month","DayOfMonth","DayOfWeek","Weekday"
"1843",2014-01-18,"2014","01","18","Sat","Weekend"
"1844",2014-01-19,"2014","01","19","Sun","Weekend"
"1845",2014-01-20,"2014","01","20","Mon","Weekday"
"1846",2014-01-21,"2014","01","21","Tue","Weekday"
"1847",2014-01-22,"2014","01","22","Wed","Weekday"
"1848",2014-01-23,"2014","01","23","Thu","Weekday"
"1849",2014-01-24,"2014","01","24","Fri","Weekday"
"1850",2014-01-25,"2014","01","25","Sat","Weekend"
"1851",2014-01-26,"2014","01","26","Sun","Weekend"
"1852",2014-01-27,"2014","01","27","Mon","Weekday"
"1853",2014-01-28,"2014","01","28","Tue","Weekday"
"1854",2014-01-29,"2014","01","29","Wed","Weekday"
"1855",2014-01-30,"2014","01","30","Thu","Weekday"
"1856",2014-01-31,"2014","01","31","Fri","Weekday"
"1857",2014-02-01,"2014","02","01","Sat","Weekend"
"1858",2014-02-02,"2014","02","02","Sun","Weekend"
"1859",2014-02-03,"2014","02","03","Mon","Weekday"
"1860",2014-02-04,"2014","02","04","Tue","Weekday"
"1861",2014-02-05,"2014","02","05","Wed","Weekday"
"1862",2014-02-06,"2014","02","06","Thu","Weekday"
"1863",2014-02-07,"2014","02","07","Fri","Weekday"
"1864",2014-02-08,"2014","02","08","Sat","Weekend"
"1865",2014-02-09,"2014","02","09","Sun","Weekend"
"1866",2014-02-10,"2014","02","10","Mon","Weekday"
"1867",2014-02-11,"2014","02","11","Tue","Weekday"
"1868",2014-02-12,"2014","02","12","Wed","Weekday"
"1869",2014-02-13,"2014","02","13","Thu","Weekday"
"1870",2014-02-14,"2014","02","14","Fri","Weekday"
"1871",2014-02-15,"2014","02","15","Sat","Weekend"
"1872",2014-02-16,"2014","02","16","Sun","Weekend"
"1873",2014-02-17,"2014","02","17","Mon","Weekday"
"1874",2014-02-18,"2014","02","18","Tue","Weekday"
"1875",2014-02-19,"2014","02","19","Wed","Weekday"
"1876",2014-02-20,"2014","02","20","Thu","Weekday"
"1877",2014-02-21,"2014","02","21","Fri","Weekday"
"1878",2014-02-22,"2014","02","22","Sat","Weekend"
"1879",2014-02-23,"2014","02","23","Sun","Weekend"
"1880",2014-02-24,"2014","02","24","Mon","Weekday"
"1881",2014-02-25,"2014","02","25","Tue","Weekday"
"1882",2014-02-26,"2014","02","26","Wed","Weekday"
"1883",2014-02-27,"2014","02","27","Thu","Weekday"
"1884",2014-02-28,"2014","02","28","Fri","Weekday"
"1885",2014-03-01,"2014","03","01","Sat","Weekend"
"1886",2014-03-02,"2014","03","02","Sun","Weekend"
"1887",2014-03-03,"2014","03","03","Mon","Weekday"
"1888",2014-03-04,"2014","03","04","Tue","Weekday"
"1889",2014-03-05,"2014","03","05","Wed","Weekday"
"1890",2014-03-06,"2014","03","06","Thu","Weekday"
"1891",2014-03-07,"2014","03","07","Fri","Weekday"
"1892",2014-03-08,"2014","03","08","Sat","Weekend"
"1893",2014-03-09,"2014","03","09","Sun","Weekend"
"1894",2014-03-10,"2014","03","10","Mon","Weekday"
"1895",2014-03-11,"2014","03","11","Tue","Weekday"
"1896",2014-03-12,"2014","03","12","Wed","Weekday"
"1897",2014-03-13,"2014","03","13","Thu","Weekday"
"1898",2014-03-14,"2014","03","14","Fri","Weekday"
"1899",2014-03-15,"2014","03","15","Sat","Weekend"
"1900",2014-03-16,"2014","03","16","Sun","Weekend"
"1901",2014-03-17,"2014","03","17","Mon","Weekday"
"1902",2014-03-18,"2014","03","18","Tue","Weekday"
"1903",2014-03-19,"2014","03","19","Wed","Weekday"
"1904",2014-03-20,"2014","03","20","Thu","Weekday"
"1905",2014-03-21,"2014","03","21","Fri","Weekday"
"1906",2014-03-22,"2014","03","22","Sat","Weekend"
"1907",2014-03-23,"2014","03","23","Sun","Weekend"
"1908",2014-03-24,"2014","03","24","Mon","Weekday"
"1909",2014-03-25,"2014","03","25","Tue","Weekday"
"1910",2014-03-26,"2014","03","26","Wed","Weekday"
"1911",2014-03-27,"2014","03","27","Thu","Weekday"
"1912",2014-03-28,"2014","03","28","Fri","Weekday"
"1913",2014-03-29,"2014","03","29","Sat","Weekend"
"1914",2014-03-30,"2014","03","30","Sun","Weekend"
"1915",2014-03-31,"2014","03","31","Mon","Weekday"
"1916",2014-04-01,"2014","04","01","Tue","Weekday"
"1917",2014-04-02,"2014","04","02","Wed","Weekday"
"1918",2014-04-03,"2014","04","03","Thu","Weekday"
"1919",2014-04-04,"2014","04","04","Fri","Weekday"
"1920",2014-04-05,"2014","04","05","Sat","Weekend"
"1921",2014-04-06,"2014","04","06","Sun","Weekend"
"1922",2014-04-07,"2014","04","07","Mon","Weekday"
"1923",2014-04-08,"2014","04","08","Tue","Weekday"
"1924",2014-04-09,"2014","04","09","Wed","Weekday"
"1925",2014-04-10,"2014","04","10","Thu","Weekday"
"1926",2014-04-11,"2014","04","11","Fri","Weekday"
"1927",2014-04-12,"2014","04","12","Sat","Weekend"
"1928",2014-04-13,"2014","04","13","Sun","Weekend"
"1929",2014-04-14,"2014","04","14","Mon","Weekday"
"1930",2014-04-15,"2014","04","15","Tue","Weekday"
"1931",2014-04-16,"2014","04","16","Wed","Weekday"
"1932",2014-04-17,"2014","04","17","Thu","Weekday"
"1933",2014-04-18,"2014","04","18","Fri","Weekday"
"1934",2014-04-19,"2014","04","19","Sat","Weekend"
"1935",2014-04-20,"2014","04","20","Sun","Weekend"
"1936",2014-04-21,"2014","04","21","Mon","Weekday"
"1937",2014-04-22,"2014","04","22","Tue","Weekday"
"1938",2014-04-23,"2014","04","23","Wed","Weekday"
"1939",2014-04-24,"2014","04","24","Thu","Weekday"
"1940",2014-04-25,"2014","04","25","Fri","Weekday"
"1941",2014-04-26,"2014","04","26","Sat","Weekend"
"1942",2014-04-27,"2014","04","27","Sun","Weekend"
"1943",2014-04-28,"2014","04","28","Mon","Weekday"
"1944",2014-04-29,"2014","04","29","Tue","Weekday"
"1945",2014-04-30,"2014","04","30","Wed","Weekday"
"1946",2014-05-01,"2014","05","01","Thu","Weekday"
"1947",2014-05-02,"2014","05","02","Fri","Weekday"
"1948",2014-05-03,"2014","05","03","Sat","Weekend"
"1949",2014-05-04,"2014","05","04","Sun","Weekend"
"1950",2014-05-05,"2014","05","05","Mon","Weekday"
"1951",2014-05-06,"2014","05","06","Tue","Weekday"
"1952",2014-05-07,"2014","05","07","Wed","Weekday"
"1953",2014-05-08,"2014","05","08","Thu","Weekday"
"1954",2014-05-09,"2014","05","09","Fri","Weekday"
"1955",2014-05-10,"2014","05","10","Sat","Weekend"
"1956",2014-05-11,"2014","05","11","Sun","Weekend"
"1957",2014-05-12,"2014","05","12","Mon","Weekday"
"1958",2014-05-13,"2014","05","13","Tue","Weekday"
"1959",2014-05-14,"2014","05","14","Wed","Weekday"
"1960",2014-05-15,"2014","05","15","Thu","Weekday"
"1961",2014-05-16,"2014","05","16","Fri","Weekday"
"1962",2014-05-17,"2014","05","17","Sat","Weekend"
"1963",2014-05-18,"2014","05","18","Sun","Weekend"
"1964",2014-05-19,"2014","05","19","Mon","Weekday"
"1965",2014-05-20,"2014","05","20","Tue","Weekday"
"1966",2014-05-21,"2014","05","21","Wed","Weekday"
"1967",2014-05-22,"2014","05","22","Thu","Weekday"
"1968",2014-05-23,"2014","05","23","Fri","Weekday"
"1969",2014-05-24,"2014","05","24","Sat","Weekend"
"1970",2014-05-25,"2014","05","25","Sun","Weekend"
"1971",2014-05-26,"2014","05","26","Mon","Weekday"
"1972",2014-05-27,"2014","05","27","Tue","Weekday"
"1973",2014-05-28,"2014","05","28","Wed","Weekday"
"1974",2014-05-29,"2014","05","29","Thu","Weekday"
"1975",2014-05-30,"2014","05","30","Fri","Weekday"
"1976",2014-05-31,"2014","05","31","Sat","Weekend"
"1977",2014-06-01,"2014","06","01","Sun","Weekend"
"1978",2014-06-02,"2014","06","02","Mon","Weekday"
"1979",2014-06-03,"2014","06","03","Tue","Weekday"
"1980",2014-06-04,"2014","06","04","Wed","Weekday"
"1981",2014-06-05,"2014","06","05","Thu","Weekday"
"1982",2014-06-06,"2014","06","06","Fri","Weekday"
"1983",2014-06-07,"2014","06","07","Sat","Weekend"
"1984",2014-06-08,"2014","06","08","Sun","Weekend"
"1985",2014-06-09,"2014","06","09","Mon","Weekday"
"1986",2014-06-10,"2014","06","10","Tue","Weekday"
"1987",2014-06-11,"2014","06","11","Wed","Weekday"
"1988",2014-06-12,"2014","06","12","Thu","Weekday"
"1989",2014-06-13,"2014","06","13","Fri","Weekday"
"1990",2014-06-14,"2014","06","14","Sat","Weekend"
"1991",2014-06-15,"2014","06","15","Sun","Weekend"
"1992",2014-06-16,"2014","06","16","Mon","Weekday"
"1993",2014-06-17,"2014","06","17","Tue","Weekday"
"1994",2014-06-18,"2014","06","18","Wed","Weekday"
"1995",2014-06-19,"2014","06","19","Thu","Weekday"
"1996",2014-06-20,"2014","06","20","Fri","Weekday"
"1997",2014-06-21,"2014","06","21","Sat","Weekend"
"1998",2014-06-22,"2014","06","22","Sun","Weekend"
"1999",2014-06-23,"2014","06","23","Mon","Weekday"
"2000",2014-06-24,"2014","06","24","Tue","Weekday"
"2001",2014-06-25,"2014","06","25","Wed","Weekday"
"2002",2014-06-26,"2014","06","26","Thu","Weekday"
"2003",2014-06-27,"2014","06","27","Fri","Weekday"
"2004",2014-06-28,"2014","06","28","Sat","Weekend"
"2005",2014-06-29,"2014","06","29","Sun","Weekend"
"2006",2014-06-30,"2014","06","30","Mon","Weekday"
"2007",2014-07-01,"2014","07","01","Tue","Weekday"
"2008",2014-07-02,"2014","07","02","Wed","Weekday"
"2009",2014-07-03,"2014","07","03","Thu","Weekday"
"2010",2014-07-04,"2014","07","04","Fri","Weekday"
"2011",2014-07-05,"2014","07","05","Sat","Weekend"
"2012",2014-07-06,"2014","07","06","Sun","Weekend"
"2013",2014-07-07,"2014","07","07","Mon","Weekday"
"2014",2014-07-08,"2014","07","08","Tue","Weekday"
"2015",2014-07-09,"2014","07","09","Wed","Weekday"
"2016",2014-07-10,"2014","07","10","Thu","Weekday"
"2017",2014-07-11,"2014","07","11","Fri","Weekday"
"2018",2014-07-12,"2014","07","12","Sat","Weekend"
"2019",2014-07-13,"2014","07","13","Sun","Weekend"
"2020",2014-07-14,"2014","07","14","Mon","Weekday"
"2021",2014-07-15,"2014","07","15","Tue","Weekday"
"2022",2014-07-16,"2014","07","16","Wed","Weekday"
"2023",2014-07-17,"2014","07","17","Thu","Weekday"
"2024",2014-07-18,"2014","07","18","Fri","Weekday"
"2025",2014-07-19,"2014","07","19","Sat","Weekend"
"2026",2014-07-20,"2014","07","20","Sun","Weekend"
"2027",2014-07-21,"2014","07","21","Mon","Weekday"
"2028",2014-07-22,"2014","07","22","Tue","Weekday"
"2029",2014-07-23,"2014","07","23","Wed","Weekday"
"2030",2014-07-24,"2014","07","24","Thu","Weekday"
"2031",2014-07-25,"2014","07","25","Fri","Weekday"
"2032",2014-07-26,"2014","07","26","Sat","Weekend"
"2033",2014-07-27,"2014","07","27","Sun","Weekend"
"2034",2014-07-28,"2014","07","28","Mon","Weekday"
"2035",2014-07-29,"2014","07","29","Tue","Weekday"
"2036",2014-07-30,"2014","07","30","Wed","Weekday"
"2037",2014-07-31,"2014","07","31","Thu","Weekday"
"2038",2014-08-01,"2014","08","01","Fri","Weekday"
"2039",2014-08-02,"2014","08","02","Sat","Weekend"
"2040",2014-08-03,"2014","08","03","Sun","Weekend"
"2041",2014-08-04,"2014","08","04","Mon","Weekday"
"2042",2014-08-05,"2014","08","05","Tue","Weekday"
"2043",2014-08-06,"2014","08","06","Wed","Weekday"
"2044",2014-08-07,"2014","08","07","Thu","Weekday"
"2045",2014-08-08,"2014","08","08","Fri","Weekday"
"2046",2014-08-09,"2014","08","09","Sat","Weekend"
"2047",2014-08-10,"2014","08","10","Sun","Weekend"
"2048",2014-08-11,"2014","08","11","Mon","Weekday"
"2049",2014-08-12,"2014","08","12","Tue","Weekday"
"2050",2014-08-13,"2014","08","13","Wed","Weekday"
"2051",2014-08-14,"2014","08","14","Thu","Weekday"
"2052",2014-08-15,"2014","08","15","Fri","Weekday"
"2053",2014-08-16,"2014","08","16","Sat","Weekend"
"2054",2014-08-17,"2014","08","17","Sun","Weekend"
"2055",2014-08-18,"2014","08","18","Mon","Weekday"
"2056",2014-08-19,"2014","08","19","Tue","Weekday"
"2057",2014-08-20,"2014","08","20","Wed","Weekday"
"2058",2014-08-21,"2014","08","21","Thu","Weekday"
"2059",2014-08-22,"2014","08","22","Fri","Weekday"
"2060",2014-08-23,"2014","08","23","Sat","Weekend"
"2061",2014-08-24,"2014","08","24","Sun","Weekend"
"2062",2014-08-25,"2014","08","25","Mon","Weekday"
"2063",2014-08-26,"2014","08","26","Tue","Weekday"
"2064",2014-08-27,"2014","08","27","Wed","Weekday"
"2065",2014-08-28,"2014","08","28","Thu","Weekday"
"2066",2014-08-29,"2014","08","29","Fri","Weekday"
"2067",2014-08-30,"2014","08","30","Sat","Weekend"
"2068",2014-08-31,"2014","08","31","Sun","Weekend"
"2069",2014-09-01,"2014","09","01","Mon","Weekday"
"2070",2014-09-02,"2014","09","02","Tue","Weekday"
"2071",2014-09-03,"2014","09","03","Wed","Weekday"
"2072",2014-09-04,"2014","09","04","Thu","Weekday"
"2073",2014-09-05,"2014","09","05","Fri","Weekday"
"2074",2014-09-06,"2014","09","06","Sat","Weekend"
"2075",2014-09-07,"2014","09","07","Sun","Weekend"
"2076",2014-09-08,"2014","09","08","Mon","Weekday"
"2077",2014-09-09,"2014","09","09","Tue","Weekday"
"2078",2014-09-10,"2014","09","10","Wed","Weekday"
"2079",2014-09-11,"2014","09","11","Thu","Weekday"
"2080",2014-09-12,"2014","09","12","Fri","Weekday"
"2081",2014-09-13,"2014","09","13","Sat","Weekend"
"2082",2014-09-14,"2014","09","14","Sun","Weekend"
"2083",2014-09-15,"2014","09","15","Mon","Weekday"
"2084",2014-09-16,"2014","09","16","Tue","Weekday"
"2085",2014-09-17,"2014","09","17","Wed","Weekday"
"2086",2014-09-18,"2014","09","18","Thu","Weekday"
"2087",2014-09-19,"2014","09","19","Fri","Weekday"
"2088",2014-09-20,"2014","09","20","Sat","Weekend"
"2089",2014-09-21,"2014","09","21","Sun","Weekend"
"2090",2014-09-22,"2014","09","22","Mon","Weekday"
"2091",2014-09-23,"2014","09","23","Tue","Weekday"
"2092",2014-09-24,"2014","09","24","Wed","Weekday"
"2093",2014-09-25,"2014","09","25","Thu","Weekday"
"2094",2014-09-26,"2014","09","26","Fri","Weekday"
"2095",2014-09-27,"2014","09","27","Sat","Weekend"
"2096",2014-09-28,"2014","09","28","Sun","Weekend"
"2097",2014-09-29,"2014","09","29","Mon","Weekday"
"2098",2014-09-30,"2014","09","30","Tue","Weekday"
"2099",2014-10-01,"2014","10","01","Wed","Weekday"
"2100",2014-10-02,"2014","10","02","Thu","Weekday"
"2101",2014-10-03,"2014","10","03","Fri","Weekday"
"2102",2014-10-04,"2014","10","04","Sat","Weekend"
"2103",2014-10-05,"2014","10","05","Sun","Weekend"
"2104",2014-10-06,"2014","10","06","Mon","Weekday"
"2105",2014-10-07,"2014","10","07","Tue","Weekday"
"2106",2014-10-08,"2014","10","08","Wed","Weekday"
"2107",2014-10-09,"2014","10","09","Thu","Weekday"
"2108",2014-10-10,"2014","10","10","Fri","Weekday"
"2109",2014-10-11,"2014","10","11","Sat","Weekend"
"2110",2014-10-12,"2014","10","12","Sun","Weekend"
"2111",2014-10-13,"2014","10","13","Mon","Weekday"
"2112",2014-10-14,"2014","10","14","Tue","Weekday"
"2113",2014-10-15,"2014","10","15","Wed","Weekday"
"2114",2014-10-16,"2014","10","16","Thu","Weekday"
"2115",2014-10-17,"2014","10","17","Fri","Weekday"
"2116",2014-10-18,"2014","10","18","Sat","Weekend"
"2117",2014-10-19,"2014","10","19","Sun","Weekend"
"2118",2014-10-20,"2014","10","20","Mon","Weekday"
"2119",2014-10-21,"2014","10","21","Tue","Weekday"
"2120",2014-10-22,"2014","10","22","Wed","Weekday"
"2121",2014-10-23,"2014","10","23","Thu","Weekday"
"2122",2014-10-24,"2014","10","24","Fri","Weekday"
"2123",2014-10-25,"2014","10","25","Sat","Weekend"
"2124",2014-10-26,"2014","10","26","Sun","Weekend"
"2125",2014-10-27,"2014","10","27","Mon","Weekday"
"2126",2014-10-28,"2014","10","28","Tue","Weekday"
"2127",2014-10-29,"2014","10","29","Wed","Weekday"
"2128",2014-10-30,"2014","10","30","Thu","Weekday"
"2129",2014-10-31,"2014","10","31","Fri","Weekday"
"2130",2014-11-01,"2014","11","01","Sat","Weekend"
"2131",2014-11-02,"2014","11","02","Sun","Weekend"
"2132",2014-11-03,"2014","11","03","Mon","Weekday"
"2133",2014-11-04,"2014","11","04","Tue","Weekday"
"2134",2014-11-05,"2014","11","05","Wed","Weekday"
"2135",2014-11-06,"2014","11","06","Thu","Weekday"
"2136",2014-11-07,"2014","11","07","Fri","Weekday"
"2137",2014-11-08,"2014","11","08","Sat","Weekend"
"2138",2014-11-09,"2014","11","09","Sun","Weekend"
"2139",2014-11-10,"2014","11","10","Mon","Weekday"
"2140",2014-11-11,"2014","11","11","Tue","Weekday"
"2141",2014-11-12,"2014","11","12","Wed","Weekday"
"2142",2014-11-13,"2014","11","13","Thu","Weekday"
"2143",2014-11-14,"2014","11","14","Fri","Weekday"
"2144",2014-11-15,"2014","11","15","Sat","Weekend"
"2145",2014-11-16,"2014","11","16","Sun","Weekend"
"2146",2014-11-17,"2014","11","17","Mon","Weekday"
"2147",2014-11-18,"2014","11","18","Tue","Weekday"
"2148",2014-11-19,"2014","11","19","Wed","Weekday"
"2149",2014-11-20,"2014","11","20","Thu","Weekday"
"2150",2014-11-21,"2014","11","21","Fri","Weekday"
"2151",2014-11-22,"2014","11","22","Sat","Weekend"
"2152",2014-11-23,"2014","11","23","Sun","Weekend"
"2153",2014-11-24,"2014","11","24","Mon","Weekday"
"2154",2014-11-25,"2014","11","25","Tue","Weekday"
"2155",2014-11-26,"2014","11","26","Wed","Weekday"
"2156",2014-11-27,"2014","11","27","Thu","Weekday"
"2157",2014-11-28,"2014","11","28","Fri","Weekday"
"2158",2014-11-29,"2014","11","29","Sat","Weekend"
"2159",2014-11-30,"2014","11","30","Sun","Weekend"
"2160",2014-12-01,"2014","12","01","Mon","Weekday"
"2161",2014-12-02,"2014","12","02","Tue","Weekday"
"2162",2014-12-03,"2014","12","03","Wed","Weekday"
"2163",2014-12-04,"2014","12","04","Thu","Weekday"
"2164",2014-12-05,"2014","12","05","Fri","Weekday"
"2165",2014-12-06,"2014","12","06","Sat","Weekend"
"2166",2014-12-07,"2014","12","07","Sun","Weekend"
"2167",2014-12-08,"2014","12","08","Mon","Weekday"
"2168",2014-12-09,"2014","12","09","Tue","Weekday"
"2169",2014-12-10,"2014","12","10","Wed","Weekday"
"2170",2014-12-11,"2014","12","11","Thu","Weekday"
"2171",2014-12-12,"2014","12","12","Fri","Weekday"
"2172",2014-12-13,"2014","12","13","Sat","Weekend"
"2173",2014-12-14,"2014","12","14","Sun","Weekend"
"2174",2014-12-15,"2014","12","15","Mon","Weekday"
"2175",2014-12-16,"2014","12","16","Tue","Weekday"
"2176",2014-12-17,"2014","12","17","Wed","Weekday"
"2177",2014-12-18,"2014","12","18","Thu","Weekday"
"2178",2014-12-19,"2014","12","19","Fri","Weekday"
"2179",2014-12-20,"2014","12","20","Sat","Weekend"
"2180",2014-12-21,"2014","12","21","Sun","Weekend"
"2181",2014-12-22,"2014","12","22","Mon","Weekday"
"2182",2014-12-23,"2014","12","23","Tue","Weekday"
"2183",2014-12-24,"2014","12","24","Wed","Weekday"
"2184",2014-12-25,"2014","12","25","Thu","Weekday"
"2185",2014-12-26,"2014","12","26","Fri","Weekday"
"2186",2014-12-27,"2014","12","27","Sat","Weekend"
"2187",2014-12-28,"2014","12","28","Sun","Weekend"
"2188",2014-12-29,"2014","12","29","Mon","Weekday"
"2189",2014-12-30,"2014","12","30","Tue","Weekday"
"2190",2014-12-31,"2014","12","31","Wed","Weekday"
"2191",2015-01-01,"2015","01","01","Thu","Weekday"
"2192",2015-01-02,"2015","01","02","Fri","Weekday"
"2193",2015-01-03,"2015","01","03","Sat","Weekend"
"2194",2015-01-04,"2015","01","04","Sun","Weekend"
"2195",2015-01-05,"2015","01","05","Mon","Weekday"
"2196",2015-01-06,"2015","01","06","Tue","Weekday"
"2197",2015-01-07,"2015","01","07","Wed","Weekday"
"2198",2015-01-08,"2015","01","08","Thu","Weekday"
"2199",2015-01-09,"2015","01","09","Fri","Weekday"
"2200",2015-01-10,"2015","01","10","Sat","Weekend"
"2201",2015-01-11,"2015","01","11","Sun","Weekend"
"2202",2015-01-12,"2015","01","12","Mon","Weekday"
"2203",2015-01-13,"2015","01","13","Tue","Weekday"
"2204",2015-01-14,"2015","01","14","Wed","Weekday"
"2205",2015-01-15,"2015","01","15","Thu","Weekday"
"2206",2015-01-16,"2015","01","16","Fri","Weekday"
"2207",2015-01-17,"2015","01","17","Sat","Weekend"
"2208",2015-01-18,"2015","01","18","Sun","Weekend"
"2209",2015-01-19,"2015","01","19","Mon","Weekday"
"2210",2015-01-20,"2015","01","20","Tue","Weekday"
"2211",2015-01-21,"2015","01","21","Wed","Weekday"
"2212",2015-01-22,"2015","01","22","Thu","Weekday"
"2213",2015-01-23,"2015","01","23","Fri","Weekday"
"2214",2015-01-24,"2015","01","24","Sat","Weekend"
"2215",2015-01-25,"2015","01","25","Sun","Weekend"
"2216",2015-01-26,"2015","01","26","Mon","Weekday"
"2217",2015-01-27,"2015","01","27","Tue","Weekday"
"2218",2015-01-28,"2015","01","28","Wed","Weekday"
"2219",2015-01-29,"2015","01","29","Thu","Weekday"
"2220",2015-01-30,"2015","01","30","Fri","Weekday"
"2221",2015-01-31,"2015","01","31","Sat","Weekend"
"2222",2015-02-01,"2015","02","01","Sun","Weekend"
"2223",2015-02-02,"2015","02","02","Mon","Weekday"
"2224",2015-02-03,"2015","02","03","Tue","Weekday"
"2225",2015-02-04,"2015","02","04","Wed","Weekday"
"2226",2015-02-05,"2015","02","05","Thu","Weekday"
"2227",2015-02-06,"2015","02","06","Fri","Weekday"
"2228",2015-02-07,"2015","02","07","Sat","Weekend"
"2229",2015-02-08,"2015","02","08","Sun","Weekend"
"2230",2015-02-09,"2015","02","09","Mon","Weekday"
"2231",2015-02-10,"2015","02","10","Tue","Weekday"
"2232",2015-02-11,"2015","02","11","Wed","Weekday"
"2233",2015-02-12,"2015","02","12","Thu","Weekday"
"2234",2015-02-13,"2015","02","13","Fri","Weekday"
"2235",2015-02-14,"2015","02","14","Sat","Weekend"
"2236",2015-02-15,"2015","02","15","Sun","Weekend"
"2237",2015-02-16,"2015","02","16","Mon","Weekday"
"2238",2015-02-17,"2015","02","17","Tue","Weekday"
"2239",2015-02-18,"2015","02","18","Wed","Weekday"
"2240",2015-02-19,"2015","02","19","Thu","Weekday"
"2241",2015-02-20,"2015","02","20","Fri","Weekday"
"2242",2015-02-21,"2015","02","21","Sat","Weekend"
"2243",2015-02-22,"2015","02","22","Sun","Weekend"
"2244",2015-02-23,"2015","02","23","Mon","Weekday"
"2245",2015-02-24,"2015","02","24","Tue","Weekday"
"2246",2015-02-25,"2015","02","25","Wed","Weekday"
"2247",2015-02-26,"2015","02","26","Thu","Weekday"
"2248",2015-02-27,"2015","02","27","Fri","Weekday"
"2249",2015-02-28,"2015","02","28","Sat","Weekend"
"2250",2015-03-01,"2015","03","01","Sun","Weekend"
"2251",2015-03-02,"2015","03","02","Mon","Weekday"
"2252",2015-03-03,"2015","03","03","Tue","Weekday"
"2253",2015-03-04,"2015","03","04","Wed","Weekday"
"2254",2015-03-05,"2015","03","05","Thu","Weekday"
"2255",2015-03-06,"2015","03","06","Fri","Weekday"
"2256",2015-03-07,"2015","03","07","Sat","Weekend"
"2257",2015-03-08,"2015","03","08","Sun","Weekend"
"2258",2015-03-09,"2015","03","09","Mon","Weekday"
"2259",2015-03-10,"2015","03","10","Tue","Weekday"
"2260",2015-03-11,"2015","03","11","Wed","Weekday"
"2261",2015-03-12,"2015","03","12","Thu","Weekday"
"2262",2015-03-13,"2015","03","13","Fri","Weekday"
"2263",2015-03-14,"2015","03","14","Sat","Weekend"
"2264",2015-03-15,"2015","03","15","Sun","Weekend"
"2265",2015-03-16,"2015","03","16","Mon","Weekday"
"2266",2015-03-17,"2015","03","17","Tue","Weekday"
"2267",2015-03-18,"2015","03","18","Wed","Weekday"
"2268",2015-03-19,"2015","03","19","Thu","Weekday"
"2269",2015-03-20,"2015","03","20","Fri","Weekday"
"2270",2015-03-21,"2015","03","21","Sat","Weekend"
"2271",2015-03-22,"2015","03","22","Sun","Weekend"
"2272",2015-03-23,"2015","03","23","Mon","Weekday"
"2273",2015-03-24,"2015","03","24","Tue","Weekday"
"2274",2015-03-25,"2015","03","25","Wed","Weekday"
"2275",2015-03-26,"2015","03","26","Thu","Weekday"
"2276",2015-03-27,"2015","03","27","Fri","Weekday"
"2277",2015-03-28,"2015","03","28","Sat","Weekend"
"2278",2015-03-29,"2015","03","29","Sun","Weekend"
"2279",2015-03-30,"2015","03","30","Mon","Weekday"
"2280",2015-03-31,"2015","03","31","Tue","Weekday"
"2281",2015-04-01,"2015","04","01","Wed","Weekday"
"2282",2015-04-02,"2015","04","02","Thu","Weekday"
"2283",2015-04-03,"2015","04","03","Fri","Weekday"
"2284",2015-04-04,"2015","04","04","Sat","Weekend"
"2285",2015-04-05,"2015","04","05","Sun","Weekend"
"2286",2015-04-06,"2015","04","06","Mon","Weekday"
"2287",2015-04-07,"2015","04","07","Tue","Weekday"
"2288",2015-04-08,"2015","04","08","Wed","Weekday"
"2289",2015-04-09,"2015","04","09","Thu","Weekday"
"2290",2015-04-10,"2015","04","10","Fri","Weekday"
"2291",2015-04-11,"2015","04","11","Sat","Weekend"
"2292",2015-04-12,"2015","04","12","Sun","Weekend"
"2293",2015-04-13,"2015","04","13","Mon","Weekday"
"2294",2015-04-14,"2015","04","14","Tue","Weekday"
"2295",2015-04-15,"2015","04","15","Wed","Weekday"
"2296",2015-04-16,"2015","04","16","Thu","Weekday"
"2297",2015-04-17,"2015","04","17","Fri","Weekday"
"2298",2015-04-18,"2015","04","18","Sat","Weekend"
"2299",2015-04-19,"2015","04","19","Sun","Weekend"
"2300",2015-04-20,"2015","04","20","Mon","Weekday"
"2301",2015-04-21,"2015","04","21","Tue","Weekday"
"2302",2015-04-22,"2015","04","22","Wed","Weekday"
"2303",2015-04-23,"2015","04","23","Thu","Weekday"
"2304",2015-04-24,"2015","04","24","Fri","Weekday"
"2305",2015-04-25,"2015","04","25","Sat","Weekend"
"2306",2015-04-26,"2015","04","26","Sun","Weekend"
"2307",2015-04-27,"2015","04","27","Mon","Weekday"
"2308",2015-04-28,"2015","04","28","Tue","Weekday"
"2309",2015-04-29,"2015","04","29","Wed","Weekday"
"2310",2015-04-30,"2015","04","30","Thu","Weekday"
"2311",2015-05-01,"2015","05","01","Fri","Weekday"
"2312",2015-05-02,"2015","05","02","Sat","Weekend"
"2313",2015-05-03,"2015","05","03","Sun","Weekend"
"2314",2015-05-04,"2015","05","04","Mon","Weekday"
"2315",2015-05-05,"2015","05","05","Tue","Weekday"
"2316",2015-05-06,"2015","05","06","Wed","Weekday"
"2317",2015-05-07,"2015","05","07","Thu","Weekday"
"2318",2015-05-08,"2015","05","08","Fri","Weekday"
"2319",2015-05-09,"2015","05","09","Sat","Weekend"
"2320",2015-05-10,"2015","05","10","Sun","Weekend"
"2321",2015-05-11,"2015","05","11","Mon","Weekday"
"2322",2015-05-12,"2015","05","12","Tue","Weekday"
"2323",2015-05-13,"2015","05","13","Wed","Weekday"
