"","Dates","Year","Month","DayOfMonth","DayOfWeek","Weekday"
"1418",2012-11-19,"2012","11","19","Mon","Weekday"
"1419",2012-11-20,"2012","11","20","Tue","Weekday"
"1420",2012-11-21,"2012","11","21","Wed","Weekday"
"1421",2012-11-22,"2012","11","22","Thu","Weekday"
"1422",2012-11-23,"2012","11","23","Fri","Weekday"
"1423",2012-11-24,"2012","11","24","Sat","Weekend"
"1424",2012-11-25,"2012","11","25","Sun","Weekend"
"1425",2012-11-26,"2012","11","26","Mon","Weekday"
"1426",2012-11-27,"2012","11","27","Tue","Weekday"
"1427",2012-11-28,"2012","11","28","Wed","Weekday"
"1428",2012-11-29,"2012","11","29","Thu","Weekday"
"1429",2012-11-30,"2012","11","30","Fri","Weekday"
"1430",2012-12-01,"2012","12","01","Sat","Weekend"
"1431",2012-12-02,"2012","12","02","Sun","Weekend"
"1432",2012-12-03,"2012","12","03","Mon","Weekday"
"1433",2012-12-04,"2012","12","04","Tue","Weekday"
"1434",2012-12-05,"2012","12","05","Wed","Weekday"
"1435",2012-12-06,"2012","12","06","Thu","Weekday"
"1436",2012-12-07,"2012","12","07","Fri","Weekday"
"1437",2012-12-08,"2012","12","08","Sat","Weekend"
"1438",2012-12-09,"2012","12","09","Sun","Weekend"
"1439",2012-12-10,"2012","12","10","Mon","Weekday"
"1440",2012-12-11,"2012","12","11","Tue","Weekday"
"1441",2012-12-12,"2012","12","12","Wed","Weekday"
"1442",2012-12-13,"2012","12","13","Thu","Weekday"
"1443",2012-12-14,"2012","12","14","Fri","Weekday"
"1444",2012-12-15,"2012","12","15","Sat","Weekend"
"1445",2012-12-16,"2012","12","16","Sun","Weekend"
"1446",2012-12-17,"2012","12","17","Mon","Weekday"
"1447",2012-12-18,"2012","12","18","Tue","Weekday"
"1448",2012-12-19,"2012","12","19","Wed","Weekday"
"1449",2012-12-20,"2012","12","20","Thu","Weekday"
"1450",2012-12-21,"2012","12","21","Fri","Weekday"
"1451",2012-12-22,"2012","12","22","Sat","Weekend"
"1452",2012-12-23,"2012","12","23","Sun","Weekend"
"1453",2012-12-24,"2012","12","24","Mon","Weekday"
"1454",2012-12-25,"2012","12","25","Tue","Weekday"
"1455",2012-12-26,"2012","12","26","Wed","Weekday"
"1456",2012-12-27,"2012","12","27","Thu","Weekday"
"1457",2012-12-28,"2012","12","28","Fri","Weekday"
"1458",2012-12-29,"2012","12","29","Sat","Weekend"
"1459",2012-12-30,"2012","12","30","Sun","Weekend"
"1460",2012-12-31,"2012","12","31","Mon","Weekday"
"1461",2013-01-01,"2013","01","01","Tue","Weekday"
"1462",2013-01-02,"2013","01","02","Wed","Weekday"
"1463",2013-01-03,"2013","01","03","Thu","Weekday"
"1464",2013-01-04,"2013","01","04","Fri","Weekday"
"1465",2013-01-05,"2013","01","05","Sat","Weekend"
"1466",2013-01-06,"2013","01","06","Sun","Weekend"
"1467",2013-01-07,"2013","01","07","Mon","Weekday"
"1468",2013-01-08,"2013","01","08","Tue","Weekday"
"1469",2013-01-09,"2013","01","09","Wed","Weekday"
"1470",2013-01-10,"2013","01","10","Thu","Weekday"
"1471",2013-01-11,"2013","01","11","Fri","Weekday"
"1472",2013-01-12,"2013","01","12","Sat","Weekend"
"1473",2013-01-13,"2013","01","13","Sun","Weekend"
"1474",2013-01-14,"2013","01","14","Mon","Weekday"
"1475",2013-01-15,"2013","01","15","Tue","Weekday"
"1476",2013-01-16,"2013","01","16","Wed","Weekday"
"1477",2013-01-17,"2013","01","17","Thu","Weekday"
"1478",2013-01-18,"2013","01","18","Fri","Weekday"
"1479",2013-01-19,"2013","01","19","Sat","Weekend"
"1480",2013-01-20,"2013","01","20","Sun","Weekend"
"1481",2013-01-21,"2013","01","21","Mon","Weekday"
"1482",2013-01-22,"2013","01","22","Tue","Weekday"
"1483",2013-01-23,"2013","01","23","Wed","Weekday"
"1484",2013-01-24,"2013","01","24","Thu","Weekday"
"1485",2013-01-25,"2013","01","25","Fri","Weekday"
"1486",2013-01-26,"2013","01","26","Sat","Weekend"
"1487",2013-01-27,"2013","01","27","Sun","Weekend"
"1488",2013-01-28,"2013","01","28","Mon","Weekday"
"1489",2013-01-29,"2013","01","29","Tue","Weekday"
"1490",2013-01-30,"2013","01","30","Wed","Weekday"
"1491",2013-01-31,"2013","01","31","Thu","Weekday"
"1492",2013-02-01,"2013","02","01","Fri","Weekday"
"1493",2013-02-02,"2013","02","02","Sat","Weekend"
"1494",2013-02-03,"2013","02","03","Sun","Weekend"
"1495",2013-02-04,"2013","02","04","Mon","Weekday"
"1496",2013-02-05,"2013","02","05","Tue","Weekday"
"1497",2013-02-06,"2013","02","06","Wed","Weekday"
"1498",2013-02-07,"2013","02","07","Thu","Weekday"
"1499",2013-02-08,"2013","02","08","Fri","Weekday"
"1500",2013-02-09,"2013","02","09","Sat","Weekend"
"1501",2013-02-10,"2013","02","10","Sun","Weekend"
"1502",2013-02-11,"2013","02","11","Mon","Weekday"
"1503",2013-02-12,"2013","02","12","Tue","Weekday"
"1504",2013-02-13,"2013","02","13","Wed","Weekday"
"1505",2013-02-14,"2013","02","14","Thu","Weekday"
"1506",2013-02-15,"2013","02","15","Fri","Weekday"
"1507",2013-02-16,"2013","02","16","Sat","Weekend"
"1508",2013-02-17,"2013","02","17","Sun","Weekend"
"1509",2013-02-18,"2013","02","18","Mon","Weekday"
"1510",2013-02-19,"2013","02","19","Tue","Weekday"
"1511",2013-02-20,"2013","02","20","Wed","Weekday"
"1512",2013-02-21,"2013","02","21","Thu","Weekday"
"1513",2013-02-22,"2013","02","22","Fri","Weekday"
"1514",2013-02-23,"2013","02","23","Sat","Weekend"
"1515",2013-02-24,"2013","02","24","Sun","Weekend"
"1516",2013-02-25,"2013","02","25","Mon","Weekday"
"1517",2013-02-26,"2013","02","26","Tue","Weekday"
"1518",2013-02-27,"2013","02","27","Wed","Weekday"
"1519",2013-02-28,"2013","02","28","Thu","Weekday"
"1520",2013-03-01,"2013","03","01","Fri","Weekday"
"1521",2013-03-02,"2013","03","02","Sat","Weekend"
"1522",2013-03-03,"2013","03","03","Sun","Weekend"
"1523",2013-03-04,"2013","03","04","Mon","Weekday"
"1524",2013-03-05,"2013","03","05","Tue","Weekday"
"1525",2013-03-06,"2013","03","06","Wed","Weekday"
"1526",2013-03-07,"2013","03","07","Thu","Weekday"
"1527",2013-03-08,"2013","03","08","Fri","Weekday"
"1528",2013-03-09,"2013","03","09","Sat","Weekend"
"1529",2013-03-10,"2013","03","10","Sun","Weekend"
"1530",2013-03-11,"2013","03","11","Mon","Weekday"
"1531",2013-03-12,"2013","03","12","Tue","Weekday"
"1532",2013-03-13,"2013","03","13","Wed","Weekday"
"1533",2013-03-14,"2013","03","14","Thu","Weekday"
"1534",2013-03-15,"2013","03","15","Fri","Weekday"
"1535",2013-03-16,"2013","03","16","Sat","Weekend"
"1536",2013-03-17,"2013","03","17","Sun","Weekend"
"1537",2013-03-18,"2013","03","18","Mon","Weekday"
"1538",2013-03-19,"2013","03","19","Tue","Weekday"
"1539",2013-03-20,"2013","03","20","Wed","Weekday"
"1540",2013-03-21,"2013","03","21","Thu","Weekday"
"1541",2013-03-22,"2013","03","22","Fri","Weekday"
"1542",2013-03-23,"2013","03","23","Sat","Weekend"
"1543",2013-03-24,"2013","03","24","Sun","Weekend"
"1544",2013-03-25,"2013","03","25","Mon","Weekday"
"1545",2013-03-26,"2013","03","26","Tue","Weekday"
"1546",2013-03-27,"2013","03","27","Wed","Weekday"
"1547",2013-03-28,"2013","03","28","Thu","Weekday"
"1548",2013-03-29,"2013","03","29","Fri","Weekday"
"1549",2013-03-30,"2013","03","30","Sat","Weekend"
"1550",2013-03-31,"2013","03","31","Sun","Weekend"
"1551",2013-04-01,"2013","04","01","Mon","Weekday"
"1552",2013-04-02,"2013","04","02","Tue","Weekday"
"1553",2013-04-03,"2013","04","03","Wed","Weekday"
"1554",2013-04-04,"2013","04","04","Thu","Weekday"
"1555",2013-04-05,"2013","04","05","Fri","Weekday"
"1556",2013-04-06,"2013","04","06","Sat","Weekend"
"1557",2013-04-07,"2013","04","07","Sun","Weekend"
"1558",2013-04-08,"2013","04","08","Mon","Weekday"
"1559",2013-04-09,"2013","04","09","Tue","Weekday"
"1560",2013-04-10,"2013","04","10","Wed","Weekday"
"1561",2013-04-11,"2013","04","11","Thu","Weekday"
"1562",2013-04-12,"2013","04","12","Fri","Weekday"
"1563",2013-04-13,"2013","04","13","Sat","Weekend"
"1564",2013-04-14,"2013","04","14","Sun","Weekend"
"1565",2013-04-15,"2013","04","15","Mon","Weekday"
"1566",2013-04-16,"2013","04","16","Tue","Weekday"
"1567",2013-04-17,"2013","04","17","Wed","Weekday"
"1568",2013-04-18,"2013","04","18","Thu","Weekday"
"1569",2013-04-19,"2013","04","19","Fri","Weekday"
"1570",2013-04-20,"2013","04","20","Sat","Weekend"
"1571",2013-04-21,"2013","04","21","Sun","Weekend"
"1572",2013-04-22,"2013","04","22","Mon","Weekday"
"1573",2013-04-23,"2013","04","23","Tue","Weekday"
"1574",2013-04-24,"2013","04","24","Wed","Weekday"
"1575",2013-04-25,"2013","04","25","Thu","Weekday"
"1576",2013-04-26,"2013","04","26","Fri","Weekday"
"1577",2013-04-27,"2013","04","27","Sat","Weekend"
"1578",2013-04-28,"2013","04","28","Sun","Weekend"
"1579",2013-04-29,"2013","04","29","Mon","Weekday"
"1580",2013-04-30,"2013","04","30","Tue","Weekday"
"1581",2013-05-01,"2013","05","01","Wed","Weekday"
"1582",2013-05-02,"2013","05","02","Thu","Weekday"
"1583",2013-05-03,"2013","05","03","Fri","Weekday"
"1584",2013-05-04,"2013","05","04","Sat","Weekend"
"1585",2013-05-05,"2013","05","05","Sun","Weekend"
"1586",2013-05-06,"2013","05","06","Mon","Weekday"
"1587",2013-05-07,"2013","05","07","Tue","Weekday"
"1588",2013-05-08,"2013","05","08","Wed","Weekday"
"1589",2013-05-09,"2013","05","09","Thu","Weekday"
"1590",2013-05-10,"2013","05","10","Fri","Weekday"
"1591",2013-05-11,"2013","05","11","Sat","Weekend"
"1592",2013-05-12,"2013","05","12","Sun","Weekend"
"1593",2013-05-13,"2013","05","13","Mon","Weekday"
"1594",2013-05-14,"2013","05","14","Tue","Weekday"
"1595",2013-05-15,"2013","05","15","Wed","Weekday"
"1596",2013-05-16,"2013","05","16","Thu","Weekday"
"1597",2013-05-17,"2013","05","17","Fri","Weekday"
"1598",2013-05-18,"2013","05","18","Sat","Weekend"
"1599",2013-05-19,"2013","05","19","Sun","Weekend"
"1600",2013-05-20,"2013","05","20","Mon","Weekday"
"1601",2013-05-21,"2013","05","21","Tue","Weekday"
"1602",2013-05-22,"2013","05","22","Wed","Weekday"
"1603",2013-05-23,"2013","05","23","Thu","Weekday"
"1604",2013-05-24,"2013","05","24","Fri","Weekday"
"1605",2013-05-25,"2013","05","25","Sat","Weekend"
"1606",2013-05-26,"2013","05","26","Sun","Weekend"
"1607",2013-05-27,"2013","05","27","Mon","Weekday"
"1608",2013-05-28,"2013","05","28","Tue","Weekday"
"1609",2013-05-29,"2013","05","29","Wed","Weekday"
"1610",2013-05-30,"2013","05","30","Thu","Weekday"
"1611",2013-05-31,"2013","05","31","Fri","Weekday"
"1612",2013-06-01,"2013","06","01","Sat","Weekend"
"1613",2013-06-02,"2013","06","02","Sun","Weekend"
"1614",2013-06-03,"2013","06","03","Mon","Weekday"
"1615",2013-06-04,"2013","06","04","Tue","Weekday"
"1616",2013-06-05,"2013","06","05","Wed","Weekday"
"1617",2013-06-06,"2013","06","06","Thu","Weekday"
"1618",2013-06-07,"2013","06","07","Fri","Weekday"
"1619",2013-06-08,"2013","06","08","Sat","Weekend"
"1620",2013-06-09,"2013","06","09","Sun","Weekend"
"1621",2013-06-10,"2013","06","10","Mon","Weekday"
"1622",2013-06-11,"2013","06","11","Tue","Weekday"
"1623",2013-06-12,"2013","06","12","Wed","Weekday"
"1624",2013-06-13,"2013","06","13","Thu","Weekday"
"1625",2013-06-14,"2013","06","14","Fri","Weekday"
"1626",2013-06-15,"2013","06","15","Sat","Weekend"
"1627",2013-06-16,"2013","06","16","Sun","Weekend"
"1628",2013-06-17,"2013","06","17","Mon","Weekday"
"1629",2013-06-18,"2013","06","18","Tue","Weekday"
"1630",2013-06-19,"2013","06","19","Wed","Weekday"
"1631",2013-06-20,"2013","06","20","Thu","Weekday"
"1632",2013-06-21,"2013","06","21","Fri","Weekday"
"1633",2013-06-22,"2013","06","22","Sat","Weekend"
"1634",2013-06-23,"2013","06","23","Sun","Weekend"
"1635",2013-06-24,"2013","06","24","Mon","Weekday"
"1636",2013-06-25,"2013","06","25","Tue","Weekday"
"1637",2013-06-26,"2013","06","26","Wed","Weekday"
"1638",2013-06-27,"2013","06","27","Thu","Weekday"
"1639",2013-06-28,"2013","06","28","Fri","Weekday"
"1640",2013-06-29,"2013","06","29","Sat","Weekend"
"1641",2013-06-30,"2013","06","30","Sun","Weekend"
"1642",2013-07-01,"2013","07","01","Mon","Weekday"
"1643",2013-07-02,"2013","07","02","Tue","Weekday"
"1644",2013-07-03,"2013","07","03","Wed","Weekday"
"1645",2013-07-04,"2013","07","04","Thu","Weekday"
"1646",2013-07-05,"2013","07","05","Fri","Weekday"
"1647",2013-07-06,"2013","07","06","Sat","Weekend"
"1648",2013-07-07,"2013","07","07","Sun","Weekend"
"1649",2013-07-08,"2013","07","08","Mon","Weekday"
"1650",2013-07-09,"2013","07","09","Tue","Weekday"
"1651",2013-07-10,"2013","07","10","Wed","Weekday"
"1652",2013-07-11,"2013","07","11","Thu","Weekday"
"1653",2013-07-12,"2013","07","12","Fri","Weekday"
"1654",2013-07-13,"2013","07","13","Sat","Weekend"
"1655",2013-07-14,"2013","07","14","Sun","Weekend"
"1656",2013-07-15,"2013","07","15","Mon","Weekday"
"1657",2013-07-16,"2013","07","16","Tue","Weekday"
"1658",2013-07-17,"2013","07","17","Wed","Weekday"
"1659",2013-07-18,"2013","07","18","Thu","Weekday"
"1660",2013-07-19,"2013","07","19","Fri","Weekday"
"1661",2013-07-20,"2013","07","20","Sat","Weekend"
"1662",2013-07-21,"2013","07","21","Sun","Weekend"
"1663",2013-07-22,"2013","07","22","Mon","Weekday"
"1664",2013-07-23,"2013","07","23","Tue","Weekday"
"1665",2013-07-24,"2013","07","24","Wed","Weekday"
"1666",2013-07-25,"2013","07","25","Thu","Weekday"
"1667",2013-07-26,"2013","07","26","Fri","Weekday"
"1668",2013-07-27,"2013","07","27","Sat","Weekend"
"1669",2013-07-28,"2013","07","28","Sun","Weekend"
"1670",2013-07-29,"2013","07","29","Mon","Weekday"
"1671",2013-07-30,"2013","07","30","Tue","Weekday"
"1672",2013-07-31,"2013","07","31","Wed","Weekday"
"1673",2013-08-01,"2013","08","01","Thu","Weekday"
"1674",2013-08-02,"2013","08","02","Fri","Weekday"
"1675",2013-08-03,"2013","08","03","Sat","Weekend"
"1676",2013-08-04,"2013","08","04","Sun","Weekend"
"1677",2013-08-05,"2013","08","05","Mon","Weekday"
"1678",2013-08-06,"2013","08","06","Tue","Weekday"
"1679",2013-08-07,"2013","08","07","Wed","Weekday"
"1680",2013-08-08,"2013","08","08","Thu","Weekday"
"1681",2013-08-09,"2013","08","09","Fri","Weekday"
"1682",2013-08-10,"2013","08","10","Sat","Weekend"
"1683",2013-08-11,"2013","08","11","Sun","Weekend"
"1684",2013-08-12,"2013","08","12","Mon","Weekday"
"1685",2013-08-13,"2013","08","13","Tue","Weekday"
"1686",2013-08-14,"2013","08","14","Wed","Weekday"
"1687",2013-08-15,"2013","08","15","Thu","Weekday"
"1688",2013-08-16,"2013","08","16","Fri","Weekday"
"1689",2013-08-17,"2013","08","17","Sat","Weekend"
"1690",2013-08-18,"2013","08","18","Sun","Weekend"
"1691",2013-08-19,"2013","08","19","Mon","Weekday"
"1692",2013-08-20,"2013","08","20","Tue","Weekday"
"1693",2013-08-21,"2013","08","21","Wed","Weekday"
"1694",2013-08-22,"2013","08","22","Thu","Weekday"
"1695",2013-08-23,"2013","08","23","Fri","Weekday"
"1696",2013-08-24,"2013","08","24","Sat","Weekend"
"1697",2013-08-25,"2013","08","25","Sun","Weekend"
"1698",2013-08-26,"2013","08","26","Mon","Weekday"
"1699",2013-08-27,"2013","08","27","Tue","Weekday"
"1700",2013-08-28,"2013","08","28","Wed","Weekday"
"1701",2013-08-29,"2013","08","29","Thu","Weekday"
"1702",2013-08-30,"2013","08","30","Fri","Weekday"
"1703",2013-08-31,"2013","08","31","Sat","Weekend"
"1704",2013-09-01,"2013","09","01","Sun","Weekend"
"1705",2013-09-02,"2013","09","02","Mon","Weekday"
"1706",2013-09-03,"2013","09","03","Tue","Weekday"
"1707",2013-09-04,"2013","09","04","Wed","Weekday"
"1708",2013-09-05,"2013","09","05","Thu","Weekday"
"1709",2013-09-06,"2013","09","06","Fri","Weekday"
"1710",2013-09-07,"2013","09","07","Sat","Weekend"
"1711",2013-09-08,"2013","09","08","Sun","Weekend"
"1712",2013-09-09,"2013","09","09","Mon","Weekday"
"1713",2013-09-10,"2013","09","10","Tue","Weekday"
"1714",2013-09-11,"2013","09","11","Wed","Weekday"
"1715",2013-09-12,"2013","09","12","Thu","Weekday"
"1716",2013-09-13,"2013","09","13","Fri","Weekday"
"1717",2013-09-14,"2013","09","14","Sat","Weekend"
"1718",2013-09-15,"2013","09","15","Sun","Weekend"
"1719",2013-09-16,"2013","09","16","Mon","Weekday"
"1720",2013-09-17,"2013","09","17","Tue","Weekday"
"1721",2013-09-18,"2013","09","18","Wed","Weekday"
"1722",2013-09-19,"2013","09","19","Thu","Weekday"
"1723",2013-09-20,"2013","09","20","Fri","Weekday"
"1724",2013-09-21,"2013","09","21","Sat","Weekend"
"1725",2013-09-22,"2013","09","22","Sun","Weekend"
"1726",2013-09-23,"2013","09","23","Mon","Weekday"
"1727",2013-09-24,"2013","09","24","Tue","Weekday"
"1728",2013-09-25,"2013","09","25","Wed","Weekday"
"1729",2013-09-26,"2013","09","26","Thu","Weekday"
"1730",2013-09-27,"2013","09","27","Fri","Weekday"
"1731",2013-09-28,"2013","09","28","Sat","Weekend"
"1732",2013-09-29,"2013","09","29","Sun","Weekend"
"1733",2013-09-30,"2013","09","30","Mon","Weekday"
"1734",2013-10-01,"2013","10","01","Tue","Weekday"
"1735",2013-10-02,"2013","10","02","Wed","Weekday"
"1736",2013-10-03,"2013","10","03","Thu","Weekday"
"1737",2013-10-04,"2013","10","04","Fri","Weekday"
"1738",2013-10-05,"2013","10","05","Sat","Weekend"
"1739",2013-10-06,"2013","10","06","Sun","Weekend"
"1740",2013-10-07,"2013","10","07","Mon","Weekday"
"1741",2013-10-08,"2013","10","08","Tue","Weekday"
"1742",2013-10-09,"2013","10","09","Wed","Weekday"
"1743",2013-10-10,"2013","10","10","Thu","Weekday"
"1744",2013-10-11,"2013","10","11","Fri","Weekday"
"1745",2013-10-12,"2013","10","12","Sat","Weekend"
"1746",2013-10-13,"2013","10","13","Sun","Weekend"
"1747",2013-10-14,"2013","10","14","Mon","Weekday"
"1748",2013-10-15,"2013","10","15","Tue","Weekday"
"1749",2013-10-16,"2013","10","16","Wed","Weekday"
"1750",2013-10-17,"2013","10","17","Thu","Weekday"
"1751",2013-10-18,"2013","10","18","Fri","Weekday"
"1752",2013-10-19,"2013","10","19","Sat","Weekend"
"1753",2013-10-20,"2013","10","20","Sun","Weekend"
"1754",2013-10-21,"2013","10","21","Mon","Weekday"
"1755",2013-10-22,"2013","10","22","Tue","Weekday"
"1756",2013-10-23,"2013","10","23","Wed","Weekday"
"1757",2013-10-24,"2013","10","24","Thu","Weekday"
"1758",2013-10-25,"2013","10","25","Fri","Weekday"
"1759",2013-10-26,"2013","10","26","Sat","Weekend"
"1760",2013-10-27,"2013","10","27","Sun","Weekend"
"1761",2013-10-28,"2013","10","28","Mon","Weekday"
"1762",2013-10-29,"2013","10","29","Tue","Weekday"
"1763",2013-10-30,"2013","10","30","Wed","Weekday"
"1764",2013-10-31,"2013","10","31","Thu","Weekday"
"1765",2013-11-01,"2013","11","01","Fri","Weekday"
"1766",2013-11-02,"2013","11","02","Sat","Weekend"
"1767",2013-11-03,"2013","11","03","Sun","Weekend"
"1768",2013-11-04,"2013","11","04","Mon","Weekday"
"1769",2013-11-05,"2013","11","05","Tue","Weekday"
"1770",2013-11-06,"2013","11","06","Wed","Weekday"
"1771",2013-11-07,"2013","11","07","Thu","Weekday"
"1772",2013-11-08,"2013","11","08","Fri","Weekday"
"1773",2013-11-09,"2013","11","09","Sat","Weekend"
"1774",2013-11-10,"2013","11","10","Sun","Weekend"
"1775",2013-11-11,"2013","11","11","Mon","Weekday"
"1776",2013-11-12,"2013","11","12","Tue","Weekday"
"1777",2013-11-13,"2013","11","13","Wed","Weekday"
"1778",2013-11-14,"2013","11","14","Thu","Weekday"
"1779",2013-11-15,"2013","11","15","Fri","Weekday"
"1780",2013-11-16,"2013","11","16","Sat","Weekend"
"1781",2013-11-17,"2013","11","17","Sun","Weekend"
"1782",2013-11-18,"2013","11","18","Mon","Weekday"
"1783",2013-11-19,"2013","11","19","Tue","Weekday"
"1784",2013-11-20,"2013","11","20","Wed","Weekday"
"1785",2013-11-21,"2013","11","21","Thu","Weekday"
"1786",2013-11-22,"2013","11","22","Fri","Weekday"
"1787",2013-11-23,"2013","11","23","Sat","Weekend"
"1788",2013-11-24,"2013","11","24","Sun","Weekend"
"1789",2013-11-25,"2013","11","25","Mon","Weekday"
"1790",2013-11-26,"2013","11","26","Tue","Weekday"
"1791",2013-11-27,"2013","11","27","Wed","Weekday"
"1792",2013-11-28,"2013","11","28","Thu","Weekday"
"1793",2013-11-29,"2013","11","29","Fri","Weekday"
"1794",2013-11-30,"2013","11","30","Sat","Weekend"
"1795",2013-12-01,"2013","12","01","Sun","Weekend"
"1796",2013-12-02,"2013","12","02","Mon","Weekday"
"1797",2013-12-03,"2013","12","03","Tue","Weekday"
"1798",2013-12-04,"2013","12","04","Wed","Weekday"
"1799",2013-12-05,"2013","12","05","Thu","Weekday"
"1800",2013-12-06,"2013","12","06","Fri","Weekday"
"1801",2013-12-07,"2013","12","07","Sat","Weekend"
"1802",2013-12-08,"2013","12","08","Sun","Weekend"
"1803",2013-12-09,"2013","12","09","Mon","Weekday"
"1804",2013-12-10,"2013","12","10","Tue","Weekday"
"1805",2013-12-11,"2013","12","11","Wed","Weekday"
"1806",2013-12-12,"2013","12","12","Thu","Weekday"
"1807",2013-12-13,"2013","12","13","Fri","Weekday"
"1808",2013-12-14,"2013","12","14","Sat","Weekend"
"1809",2013-12-15,"2013","12","15","Sun","Weekend"
"1810",2013-12-16,"2013","12","16","Mon","Weekday"
"1811",2013-12-17,"2013","12","17","Tue","Weekday"
"1812",2013-12-18,"2013","12","18","Wed","Weekday"
"1813",2013-12-19,"2013","12","19","Thu","Weekday"
"1814",2013-12-20,"2013","12","20","Fri","Weekday"
"1815",2013-12-21,"2013","12","21","Sat","Weekend"
"1816",2013-12-22,"2013","12","22","Sun","Weekend"
"1817",2013-12-23,"2013","12","23","Mon","Weekday"
"1818",2013-12-24,"2013","12","24","Tue","Weekday"
